Title,Index,Temp(C),Plg,volPlg,Olv,volOlv,Opx,volOpx,Cpx,volCpx,Hbl,volHbl,Amp,volAmp,Fe-Ti,volFe-Ti,rhm-Oxide,(vol%),Quartz(0:out/1:in),Biotite(0:out/1:in),Corundum(0:out/1:in),Water(0:out/1:in),Pressure,H2O
95,5,1091,83,7.8,0,0,0,0,72,9.8,0,0,0,0,0.138,0.9,0,0,0,0,0,0,2000,2
95,6,1081,82,9.6,0,0,0,0,73,12.4,0,0,0,0,0.142,1.8,0,0,0,0,0,0,2000,2
95,7,1071,81,11.4,0,0,0,0,73,14.5,0,0,0,0,0.145,2.5,0,0,0,0,0,0,2000,2
95,8,1061,80,13.2,0,0,0,0,73,16.1,0,0,0,0,0.147,3.1,0,0,0,0,0,0,2000,2
95,9,1051,79,15.2,74,0.2,0,0,73,17.1,0,0,0,0,0.151,3.5,0,0,0,0,0,0,2000,2
95,10,1041,78,17.2,74,0.5,0,0,73,17.8,0,0,0,0,0.154,3.8,0,0,0,0,0,0,2000,2
95,11,1031,77,19.1,73,0.8,0,0,73,18.4,0,0,0,0,0.157,4,0,0,0,0,0,0,2000,2
95,12,1021,76,20.8,73,1.1,0,0,73,18.8,0,0,0,0,0.16,4.2,0,0,0,0,0,0,2000,2
95,13,1011,75,22.6,73,1.3,0,0,73,19.2,0,0,0,0,0.163,4.4,0,0,0,0,0,0,2000,2
95,14,1001,74,24.2,72,1.6,0,0,74,19.5,0,0,0,0,0.165,4.6,0,0,0,0,0,0,2000,2
95,15,991,73,25.7,72,1.7,74,0.1,74,19.7,0,0,0,0,0.167,4.7,0,0,0,0,0,0,2000,2
95,16,981,72,27.1,72,1.1,74,1.3,74,19.8,0,0,0,0,0.166,4.8,0,0,0,0,0,0,2000,2
95,17,971,72,28.4,72,0.6,74,2.4,74,19.8,0,0,0,0,0.166,4.9,0,0,0,0,0,0,2000,2
95,18,961,71,29.6,71,0.2,74,3.5,74,19.9,0,0,0,0,0.166,5,0,0,0,0,0,0,2000,2
95,19,951,70,30.9,0,0,74,4.1,74,19.8,0,0,0,0,0.166,5.1,0,0,0,0,0,0,2000,2
95,20,941,69,32.5,0,0,74,4.5,75,19.8,0,0,0,0,0.168,5.1,0,0,0,0,0,0,2000,2
95,21,931,67,35.5,0,0,73,5.2,74,20.1,0,0,0,0,0.172,5.1,0,0,0,0,0,0,2000,2
95,22,921,65,38.3,0,0,72,5.7,74,20.3,0,0,0,0,0.176,5.1,0,0,0,0,0,0,2000,2
95,23,911,63,40.7,0,0,71,6.2,74,20.5,0,0,0,0,0.18,5.1,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
96,1,1128,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
96,2,1118,84,2.5,0,0,0,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
96,3,1108,84,4.4,0,0,0,0,73,3.6,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
96,4,1098,83,6.1,0,0,0,0,73,6.2,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
96,5,1088,82,7.9,0,0,0,0,72,8.9,0,0,0,0,0.156,0.7,0,0,0,0,0,0,2000,2
96,6,1078,81,9.8,0,0,0,0,72,11.3,0,0,0,0,0.159,1.6,0,0,0,0,0,0,2000,2
96,7,1068,80,11.7,0,0,0,0,73,13.2,0,0,0,0,0.161,2.2,0,0,0,0,0,0,2000,2
96,8,1058,78,13.6,74,0,0,0,73,14.8,0,0,0,0,0.164,2.8,0,0,0,0,0,0,2000,2
96,9,1048,77,15.6,73,0.3,0,0,73,15.7,0,0,0,0,0.167,3.2,0,0,0,0,0,0,2000,2
96,10,1038,76,17.6,73,0.5,0,0,73,16.4,0,0,0,0,0.171,3.5,0,0,0,0,0,0,2000,2
96,11,1028,75,19.5,72,0.8,0,0,73,17,0,0,0,0,0.174,3.7,0,0,0,0,0,0,2000,2
96,12,1018,75,21.2,72,0.2,75,1.4,73,17.4,0,0,0,0,0.174,4,0,0,0,0,0,0,2000,2
96,13,1008,74,22.9,0,0,74,2.2,73,17.5,0,0,0,0,0.176,4.2,0,0,0,0,0,0,2000,2
96,14,998,73,24.6,0,0,74,2.7,73,17.6,0,0,0,0,0.178,4.3,0,0,0,0,0,0,2000,2
96,15,988,72,26.2,0,0,74,3.2,73,17.6,0,0,0,0,0.18,4.4,0,0,0,0,0,0,2000,2
96,16,978,71,27.7,0,0,73,3.7,73,17.6,0,0,0,0,0.182,4.5,0,0,0,0,0,0,2000,2
96,17,968,70,29.1,0,0,73,4.1,73,17.6,0,0,0,0,0.183,4.6,0,0,0,0,0,0,2000,2
96,18,958,69,30.5,0,0,73,4.5,73,17.6,0,0,0,0,0.184,4.6,0,0,0,0,0,0,2000,2
96,19,948,69,31.8,0,0,73,4.9,74,17.6,0,0,0,0,0.186,4.6,0,0,0,0,0,0,2000,2
96,20,938,68,33,0,0,72,5.2,74,17.5,0,0,0,0,0.187,4.7,0,0,0,0,0,0,2000,2
96,21,928,67,34.8,0,0,72,5.7,74,17.6,0,0,0,0,0.189,4.7,0,0,0,0,0,0,2000,2
96,22,918,65,37.5,0,0,71,6.2,73,17.9,0,0,0,0,0.194,4.7,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
97,1,1124,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
97,2,1114,83,2.5,0,0,0,0,74,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
97,3,1104,82,4.4,0,0,0,0,73,3.1,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
97,4,1094,81,6.2,0,0,0,0,72,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
97,5,1084,80,8,0,0,0,0,72,8.1,0,0,0,0,0.173,0.5,0,0,0,0,0,0,2000,2
97,6,1074,79,10,0,0,0,0,72,10.3,0,0,0,0,0.175,1.4,0,0,0,0,0,0,2000,2
97,7,1064,78,12,0,0,0,0,72,12.2,0,0,0,0,0.178,2,0,0,0,0,0,0,2000,2
97,8,1054,77,13.9,0,0,0,0,72,13.7,0,0,0,0,0.18,2.5,0,0,0,0,0,0,2000,2
97,9,1044,76,16.1,0,0,75,0.6,72,14.3,0,0,0,0,0.184,2.9,0,0,0,0,0,0,2000,2
97,10,1034,75,18.2,0,0,74,1.3,72,14.7,0,0,0,0,0.187,3.2,0,0,0,0,0,0,2000,2
97,11,1024,74,20.2,0,0,74,2,72,14.9,0,0,0,0,0.19,3.4,0,0,0,0,0,0,2000,2
97,12,1014,73,22,0,0,73,2.6,72,15.1,0,0,0,0,0.193,3.6,0,0,0,0,0,0,2000,2
97,13,1004,72,23.8,0,0,73,3.1,72,15.2,0,0,0,0,0.195,3.8,0,0,0,0,0,0,2000,2
97,14,994,71,25.4,0,0,73,3.6,72,15.3,0,0,0,0,0.197,3.9,0,0,0,0,0,0,2000,2
97,15,984,71,27,0,0,72,4.1,72,15.4,0,0,0,0,0.199,4,0,0,0,0,0,0,2000,2
97,16,974,70,28.5,0,0,72,4.5,72,15.4,0,0,0,0,0.201,4.1,0,0,0,0,0,0,2000,2
97,17,964,69,29.9,0,0,72,4.9,72,15.4,0,0,0,0,0.203,4.2,0,0,0,0,0,0,2000,2
97,18,954,68,31.2,0,0,71,5.3,73,15.4,0,0,0,0,0.204,4.2,0,0,0,0,0,0,2000,2
97,19,944,67,32.5,0,0,71,5.6,73,15.4,0,0,0,0,0.206,4.2,0,0,0,0,0,0,2000,2
97,20,934,67,33.6,0,0,71,5.9,73,15.5,0,0,0,0,0.207,4.3,0,0,0,0,0,0,2000,2
97,21,924,66,34.8,0,0,70,6.2,73,15.5,0,0,0,0,0.209,4.3,0,0,0,0,0,0,2000,2
97,22,914,65,36.5,0,0,70,6.6,73,15.6,0,0,0,0,0.211,4.3,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
98,1,1120,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
98,2,1110,82,2.5,0,0,0,0,74,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
98,3,1100,81,4.4,0,0,0,0,73,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
98,4,1090,80,6.2,0,0,0,0,72,5,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
98,5,1080,79,8.1,0,0,0,0,72,7.3,0,0,0,0,0.188,0.5,0,0,0,0,0,0,2000,2
98,6,1070,78,10.2,0,0,0,0,72,9.4,0,0,0,0,0.191,1.2,0,0,0,0,0,0,2000,2
98,7,1060,77,12.3,0,0,74,0.1,72,11,0,0,0,0,0.194,1.8,0,0,0,0,0,0,2000,2
98,8,1050,76,14.7,0,0,74,0.9,72,11.6,0,0,0,0,0.199,2.2,0,0,0,0,0,0,2000,2
98,9,1040,75,17,0,0,73,1.7,72,12.1,0,0,0,0,0.202,2.6,0,0,0,0,0,0,2000,2
98,10,1030,74,19,0,0,73,2.3,72,12.4,0,0,0,0,0.206,2.9,0,0,0,0,0,0,2000,2
98,11,1020,73,21,0,0,73,2.9,72,12.7,0,0,0,0,0.209,3.1,0,0,0,0,0,0,2000,2
98,12,1010,72,22.8,0,0,72,3.5,72,12.9,0,0,0,0,0.212,3.3,0,0,0,0,0,0,2000,2
98,13,1000,71,24.5,0,0,72,4,72,13,0,0,0,0,0.214,3.5,0,0,0,0,0,0,2000,2
98,14,990,70,26.2,0,0,72,4.4,72,13.1,0,0,0,0,0.217,3.6,0,0,0,0,0,0,2000,2
98,15,980,69,27.7,0,0,71,4.8,72,13.2,0,0,0,0,0.219,3.7,0,0,0,0,0,0,2000,2
98,16,970,68,29.1,0,0,71,5.2,72,13.3,0,0,0,0,0.221,3.7,0,0,0,0,0,0,2000,2
98,17,960,67,30.5,0,0,71,5.6,72,13.3,0,0,0,0,0.223,3.8,0,0,0,0,0,0,2000,2
98,18,950,67,31.8,0,0,70,5.9,72,13.4,0,0,0,0,0.225,3.9,0,0,0,0,0,0,2000,2
98,19,940,66,33,0,0,70,6.2,72,13.4,0,0,0,0,0.227,3.9,0,0,0,0,0,0,2000,2
98,20,930,65,34.2,0,0,69,6.5,72,13.5,0,0,0,0,0.228,3.9,0,0,0,0,0,0,2000,2
98,21,920,64,35.2,0,0,69,6.8,72,13.5,0,0,0,0,0.23,3.9,0,0,0,0,0,0,2000,2
98,22,910,64,36.3,0,0,69,7,72,13.5,0,0,0,0,0.232,3.9,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
99,1,1116,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
99,2,1106,81,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
99,3,1096,80,4.5,0,0,0,0,73,2.2,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
99,4,1086,79,6.2,0,0,0,0,72,4.4,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
99,5,1076,78,8.2,0,0,0,0,71,6.6,0,0,0,0,0.203,0.5,0,0,0,0,0,0,2000,2
99,6,1066,76,10.7,0,0,74,0.5,71,8.1,0,0,0,0,0.208,1.1,0,0,0,0,0,0,2000,2
99,7,1056,75,13.2,0,0,73,1.2,71,8.9,0,0,0,0,0.213,1.6,0,0,0,0,0,0,2000,2
99,8,1046,74,15.6,0,0,73,2,71,9.5,0,0,0,0,0.217,2.1,0,0,0,0,0,0,2000,2
99,9,1036,73,17.8,0,0,72,2.6,71,9.9,0,0,0,0,0.221,2.4,0,0,0,0,0,0,2000,2
99,10,1026,72,19.8,0,0,72,3.2,71,10.3,0,0,0,0,0.224,2.6,0,0,0,0,0,0,2000,2
99,11,1016,71,21.7,0,0,72,3.8,71,10.6,0,0,0,0,0.228,2.8,0,0,0,0,0,0,2000,2
99,12,1006,70,23.5,0,0,71,4.2,71,10.8,0,0,0,0,0.231,3,0,0,0,0,0,0,2000,2
99,13,996,69,25.2,0,0,71,4.7,71,10.9,0,0,0,0,0.234,3.2,0,0,0,0,0,0,2000,2
99,14,986,69,26.8,0,0,70,5.1,71,11.1,0,0,0,0,0.236,3.3,0,0,0,0,0,0,2000,2
99,15,976,68,28.3,0,0,70,5.5,71,11.2,0,0,0,0,0.239,3.4,0,0,0,0,0,0,2000,2
99,16,966,67,29.7,0,0,70,5.8,71,11.3,0,0,0,0,0.241,3.4,0,0,0,0,0,0,2000,2
99,17,956,66,31,0,0,69,6.2,71,11.4,0,0,0,0,0.244,3.5,0,0,0,0,0,0,2000,2
99,18,946,65,32.2,0,0,69,6.5,71,11.4,0,0,0,0,0.246,3.5,0,0,0,0,0,0,2000,2
99,19,936,65,33.4,0,0,69,6.8,71,11.5,0,0,0,0,0.248,3.6,0,0,0,0,0,0,2000,2
99,20,926,64,34.6,0,0,68,7,71,11.6,0,0,0,0,0.25,3.6,0,0,0,0,0,0,2000,2
99,21,916,63,35.6,0,0,68,7.3,71,11.6,0,0,0,0,0.252,3.6,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
100,1,1111,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
100,2,1101,79,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
100,3,1091,78,4.5,0,0,0,0,73,1.8,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
100,4,1081,77,6.3,0,0,0,0,71,3.9,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
100,5,1071,76,9.4,0,0,0,0,68,1.2,0,0,0,0,0.221,0.4,0,0,0,0,0,0,2000,2
100,6,1061,75,11.5,0,0,73,1.5,71,6.2,0,0,0,0,0.226,1,0,0,0,0,0,0,2000,2
100,7,1051,74,14,0,0,72,2.2,70,6.9,0,0,0,0,0.23,1.5,0,0,0,0,0,0,2000,2
100,8,1041,73,16.3,0,0,72,2.9,70,7.5,0,0,0,0,0.235,1.9,0,0,0,0,0,0,2000,2
100,9,1031,72,18.5,0,0,72,3.5,70,7.9,0,0,0,0,0.239,2.2,0,0,0,0,0,0,2000,2
100,10,1021,71,20.5,0,0,71,4,70,8.3,0,0,0,0,0.243,2.4,0,0,0,0,0,0,2000,2
100,11,1011,70,22.4,0,0,71,4.5,70,8.5,0,0,0,0,0.246,2.6,0,0,0,0,0,0,2000,2
100,12,1001,69,24.1,0,0,70,5,70,8.8,0,0,0,0,0.25,2.8,0,0,0,0,0,0,2000,2
100,13,991,68,25.7,0,0,70,5.3,70,8.9,0,0,0,0,0.253,2.9,0,0,0,0,0,0,2000,2
100,14,981,67,27.3,0,0,69,5.7,70,9.1,0,0,0,0,0.256,3,0,0,0,0,0,0,2000,2
100,15,971,66,28.7,0,0,69,6.1,70,9.2,0,0,0,0,0.259,3.1,0,0,0,0,0,0,2000,2
100,16,961,65,30.1,0,0,69,6.4,70,9.4,0,0,0,0,0.262,3.2,0,0,0,0,0,0,2000,2
100,17,951,65,31.4,0,0,68,6.7,70,9.5,0,0,0,0,0.265,3.2,0,0,0,0,0,0,2000,2
100,18,941,64,32.6,0,0,68,7,70,9.6,0,0,0,0,0.268,3.3,0,0,0,0,0,0,2000,2
100,19,931,63,33.8,0,0,67,7.2,70,9.7,0,0,0,0,0.27,3.3,0,0,0,0,0,0,2000,2
100,20,921,63,34.9,0,0,67,7.5,70,9.8,0,0,0,0,0.273,3.3,0,0,0,0,0,0,2000,2
100,21,911,62,35.9,0,0,66,7.7,70,9.8,0,0,0,0,0.275,3.3,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
101,1,1106,79,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
101,2,1096,78,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
101,3,1086,77,4.7,0,0,0,0,70,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
101,4,1076,76,7.4,0,0,0,0,68,1.6,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
101,5,1066,75,10.1,0,0,0,0,68,2.8,0,0,0,0,0.241,0.4,0,0,0,0,0,0,2000,2
101,6,1056,74,12.8,0,0,0,0,67,3.6,0,0,0,0,0.247,0.9,0,0,0,0,0,0,2000,2
101,7,1046,73,14.8,0,0,72,3.2,70,5,0,0,0,0,0.248,1.4,0,0,0,0,0,0,2000,2
101,8,1036,72,17.1,0,0,71,3.7,70,5.5,0,0,0,0,0.253,1.7,0,0,0,0,0,0,2000,2
101,9,1026,70,19.2,0,0,71,4.3,70,5.9,0,0,0,0,0.257,2,0,0,0,0,0,0,2000,2
101,10,1016,69,21.1,0,0,70,4.7,70,6.3,0,0,0,0,0.262,2.2,0,0,0,0,0,0,2000,2
101,11,1006,68,23,0,0,70,5.2,70,6.6,0,0,0,0,0.266,2.4,0,0,0,0,0,0,2000,2
101,12,996,68,24.7,0,0,69,5.6,69,6.8,0,0,0,0,0.269,2.6,0,0,0,0,0,0,2000,2
101,13,986,67,26.2,0,0,69,5.9,69,7,0,0,0,0,0.273,2.7,0,0,0,0,0,0,2000,2
101,14,976,66,27.8,0,0,68,6.3,69,7.2,0,0,0,0,0.277,2.8,0,0,0,0,0,0,2000,2
101,15,966,65,29.2,0,0,68,6.6,69,7.4,0,0,0,0,0.28,2.9,0,0,0,0,0,0,2000,2
101,16,956,64,30.5,0,0,68,6.8,69,7.5,0,0,0,0,0.284,2.9,0,0,0,0,0,0,2000,2
101,17,946,63,31.8,0,0,67,7.1,69,7.7,0,0,0,0,0.287,3,0,0,0,0,0,0,2000,2
101,18,936,63,33,0,0,67,7.4,69,7.8,0,0,0,0,0.29,3,0,0,0,0,0,0,2000,2
101,19,926,62,34.1,0,0,66,7.6,69,7.9,0,0,0,0,0.293,3,0,0,0,0,0,0,2000,2
101,20,916,61,35.1,0,0,66,7.8,69,8,0,0,0,0,0.296,3,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
102,1,1101,77,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
102,2,1091,76,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
102,3,1081,75,5.3,0,0,0,0,69,1.3,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
102,4,1071,75,8.2,0,0,0,0,68,3,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
102,5,1061,73,11.2,0,0,0,0,70,0.8,0,0,0,0,0.26,0.3,0,0,0,0,0,0,2000,2
102,6,1051,72,13.8,0,0,0,0,70,1.6,0,0,0,0,0.267,0.8,0,0,0,0,0,0,2000,2
102,7,1041,71,15.6,0,0,71,4,69,3.1,0,0,0,0,0.266,1.3,0,0,0,0,0,0,2000,2
102,8,1031,70,17.8,0,0,70,4.5,69,3.6,0,0,0,0,0.271,1.6,0,0,0,0,0,0,2000,2
102,9,1021,69,19.9,0,0,70,5,69,4,0,0,0,0,0.276,1.8,0,0,0,0,0,0,2000,2
102,10,1011,68,21.8,0,0,69,5.4,69,4.4,0,0,0,0,0.28,2.1,0,0,0,0,0,0,2000,2
102,11,1001,67,23.5,0,0,69,5.8,69,4.7,0,0,0,0,0.285,2.2,0,0,0,0,0,0,2000,2
102,12,991,66,25.2,0,0,68,6.1,69,5,0,0,0,0,0.289,2.4,0,0,0,0,0,0,2000,2
102,13,981,65,26.7,0,0,68,6.5,69,5.2,0,0,0,0,0.293,2.5,0,0,0,0,0,0,2000,2
102,14,971,64,28.2,0,0,67,6.8,69,5.4,0,0,0,0,0.298,2.6,0,0,0,0,0,0,2000,2
102,15,961,64,29.6,0,0,67,7,69,5.6,0,0,0,0,0.302,2.6,0,0,0,0,0,0,2000,2
102,16,951,63,30.9,0,0,67,7.2,69,5.8,0,0,0,0,0.305,2.7,0,0,0,0,0,0,2000,2
102,17,941,62,32.1,0,0,66,7.5,69,5.9,0,0,0,0,0.309,2.8,0,0,0,0,0,0,2000,2
102,18,931,61,33.2,0,0,66,7.7,69,6.1,0,0,0,0,0.313,2.8,0,0,0,0,0,0,2000,2
102,19,921,61,34.3,0,0,65,7.9,69,6.2,0,0,0,0,0.317,2.8,0,0,0,0,0,0,2000,2
102,20,911,60,35.3,0,0,65,8.1,69,6.3,0,0,0,0,0.32,2.8,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
103,1,1095,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
103,2,1085,75,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
103,3,1075,74,5.5,0,0,73,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
103,4,1065,73,8.5,0,0,71,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
103,5,1055,72,11.6,0,0,71,3.6,0,0,0,0,0,0,0.27,0.4,0,0,0,0,0,0,2000,2
103,6,1045,71,14.1,0,0,70,4.2,69,0.7,0,0,0,0,0.276,0.8,0,0,0,0,0,0,2000,2
103,7,1035,70,16.4,0,0,70,4.7,69,1.3,0,0,0,0,0.282,1.2,0,0,0,0,0,0,2000,2
103,8,1025,69,18.5,0,0,69,5.2,69,1.8,0,0,0,0,0.287,1.5,0,0,0,0,0,0,2000,2
103,9,1015,68,20.4,0,0,69,5.6,69,2.2,0,0,0,0,0.292,1.7,0,0,0,0,0,0,2000,2
103,10,1005,67,22.3,0,0,68,6,68,2.6,0,0,0,0,0.297,1.9,0,0,0,0,0,0,2000,2
103,11,995,66,24,0,0,68,6.3,68,2.9,0,0,0,0,0.302,2.1,0,0,0,0,0,0,2000,2
103,12,985,65,25.6,0,0,67,6.6,68,3.2,0,0,0,0,0.307,2.2,0,0,0,0,0,0,2000,2
103,13,975,64,27.1,0,0,67,6.9,68,3.4,0,0,0,0,0.312,2.3,0,0,0,0,0,0,2000,2
103,14,965,63,28.6,0,0,67,7.2,68,3.7,0,0,0,0,0.317,2.4,0,0,0,0,0,0,2000,2
103,15,955,62,29.9,0,0,66,7.4,68,3.9,0,0,0,0,0.321,2.5,0,0,0,0,0,0,2000,2
103,16,945,62,31.1,0,0,66,7.6,68,4.1,0,0,0,0,0.326,2.5,0,0,0,0,0,0,2000,2
103,17,935,61,32.3,0,0,65,7.8,68,4.2,0,0,0,0,0.33,2.5,0,0,0,0,0,0,2000,2
103,18,925,60,33.5,0,0,65,8,68,4.4,0,0,0,0,0.334,2.6,0,0,0,0,0,0,2000,2
103,19,915,59,34.5,0,0,64,8.1,68,4.6,0,0,0,0,0.339,2.6,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
104,1,1090,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
104,2,1080,73,2.5,0,0,73,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
104,3,1070,72,5.6,0,0,72,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
104,4,1060,71,8.4,0,0,70,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
104,5,1050,70,11.4,0,0,70,3.6,0,0,0,0,0,0,0.283,0.4,0,0,0,0,0,0,2000,2
104,6,1040,69,14.2,0,0,69,4.5,0,0,0,0,0,0,0.291,0.8,0,0,0,0,0,0,2000,2
104,7,1030,68,16.8,0,0,69,5.2,0,0,0,0,0,0,0.298,1.1,0,0,0,0,0,0,2000,2
104,8,1020,67,19.1,0,0,68,5.8,68,0.1,0,0,0,0,0.305,1.4,0,0,0,0,0,0,2000,2
104,9,1010,66,21.1,0,0,68,6.2,68,0.5,0,0,0,0,0.311,1.6,0,0,0,0,0,0,2000,2
104,10,1000,65,22.8,0,0,68,6.5,68,0.8,0,0,0,0,0.317,1.8,0,0,0,0,0,0,2000,2
104,11,990,64,24.5,0,0,67,6.8,68,1.2,0,0,0,0,0.322,1.9,0,0,0,0,0,0,2000,2
104,12,980,63,26.1,0,0,67,7,68,1.5,0,0,0,0,0.328,2,0,0,0,0,0,0,2000,2
104,13,970,63,27.5,0,0,66,7.2,68,1.7,0,0,0,0,0.333,2.1,0,0,0,0,0,0,2000,2
104,14,960,62,28.9,0,0,66,7.5,68,2,0,0,0,0,0.338,2.2,0,0,0,0,0,0,2000,2
104,15,950,61,30.2,0,0,65,7.7,68,2.2,0,0,0,0,0.343,2.3,0,0,0,0,0,0,2000,2
104,16,940,60,31.4,0,0,65,7.8,68,2.4,0,0,0,0,0.349,2.3,0,0,0,0,0,0,2000,2
104,17,930,60,32.6,0,0,64,8,68,2.6,0,0,0,0,0.354,2.4,0,0,0,0,0,0,2000,2
104,18,920,59,33.6,0,0,64,8.2,68,2.9,0,0,0,0,0.359,2.4,0,0,0,0,0,0,2000,2
104,19,910,58,34.6,0,0,63,8.3,68,3,0,0,0,0,0.364,2.4,0,0,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
105,1,1083,72,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
105,2,1073,71,2.6,0,0,72,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
105,3,1063,70,5.6,0,0,71,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
105,4,1053,69,8.3,0,0,69,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
105,5,1043,68,11.3,0,0,69,3.5,0,0,0,0,0,0,0.296,0.4,0,0,0,0,0,0,2000,2
105,6,1033,67,14,0,0,69,4.2,0,0,0,0,0,0,0.304,0.8,0,0,0,0,0,0,2000,2
105,7,1023,66,16.5,0,0,68,4.9,0,0,0,0,0,0,0.311,1.1,0,0,0,0,0,0,2000,2
105,8,1013,65,18.8,0,0,68,5.5,0,0,0,0,0,0,0.319,1.3,0,0,0,0,0,0,2000,2
105,9,1003,64,20.9,0,0,67,6,0,0,0,0,0,0,0.326,1.5,0,0,0,0,0,0,2000,2
105,10,993,63,22.9,0,0,67,6.5,0,0,0,0,0,0,0.333,1.7,0,0,0,0,0,0,2000,2
105,11,983,63,24.7,0,0,66,6.9,0,0,0,0,0,0,0.341,1.8,0,0,0,0,0,0,2000,2
105,12,973,62,26.4,0,0,66,7.2,0,0,0,0,0,0,0.348,1.9,0,0,0,0,0,0,2000,2
105,13,963,61,27.9,0,0,65,7.5,67,0.1,0,0,0,0,0.355,2,0,0,0,0,0,0,2000,2
105,14,953,60,29.3,0,0,65,7.7,67,0.4,0,0,0,0,0.361,2.1,0,0,0,0,0,0,2000,2
105,15,943,60,30.5,0,0,65,7.9,67,0.7,0,0,0,0,0.367,2.1,0,0,0,0,0,0,2000,2
105,16,933,59,31.7,0,0,64,8,67,0.9,0,0,0,0,0.373,2.2,0,0,0,0,0,0,2000,2
105,17,923,58,32.8,0,0,64,8.1,67,1.1,0,0,0,0,0.378,2.2,0,0,0,0,0,0,2000,2
105,18,913,58,33.9,0,0,63,8.4,67,1.3,0,0,0,0,0.367,2.1,0.053,0.1,0,0,0,0,2000,2
,,,,,,,,,,,,,,,,,,,,,,,,
106,1,1077,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
106,2,1067,69,2.6,0,0,72,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
106,3,1057,68,5.5,0,0,70,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
106,4,1047,67,8.1,0,0,68,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2
106,5,1037,66,11.1,0,0,68,3.3,0,0,0,0,0,0,0.309,0.5,0,0,0,0,0,0,2000,2
